archivos/file.pdf,archivos/Oferta_predoc_IRTA_all[3540].pdf
https://github.com/R-mario/populy,https://www.irta.cat/ca/centre/irta-torre-marimon/OFERTA
https://doi.org/10.1111/2041-210X.12158.,https://aplicaciones.ciencia.gob.es/rus
https://docs.anaconda.com/.,https://www.irta.cat/ca/centre/irta-torre-marimon/OFERTA
https://doi.org/10.1007/BFB0020600.,https://aplicaciones.ciencia.gob.es/rus
https://doi.org/10.1016/S0169-5347,https://www.irta.cat/ca/centre/irta-torre-marimon/OFERTA
https://doi.org/10.2174/138920208784340759.Chen,https://aplicaciones.ciencia.gob.es/rus
https://doi.org/10.1037/edu0000018.Cummins,https://www.irta.cat/ca/centre/irta-torre-marimon/OFERTA
https://carla.umn.edu/cobaltt/modules/strategies/immersion2000.pdf.,https://aplicaciones.ciencia.gob.es/rus
https://search.library.wisc.edu/catalog/999612476002121.Drexel,https://www.irta.cat/ca/centre/irta-torre-marimon/OFERTA
https://doi.org/10.2478/mjss-2018-0116.,https://aplicaciones.ciencia.gob.es/rus
https://doi.org/10.11120/ital.2011.10010086.,https://www.irta.cat/ca/centre/irta-torre-marimon/OFERTA
https://doi.org/10.1145/3372356.Jupyter,https://aplicaciones.ciencia.gob.es/rus
https://doi.org/10.25080/Majora-4af1f417-011.,https://www.irta.cat/ca/centre/irta-torre-marimon/OFERTA
https://doi.org/10.2190/E53G-HH8K-AJRR-K69M.Masters,https://aplicaciones.ciencia.gob.es/rus
https://doi.org/10.2307/2992287.Messer,https://www.irta.cat/ca/centre/irta-torre-marimon/OFERTA
https://doi.org/10.1007/S11528-013-0655-Z.Muirhead,https://aplicaciones.ciencia.gob.es/rus
https://doi.org/10.1016/B978-0-12-800049-6.00024-X.Nola,https://www.irta.cat/ca/centre/irta-torre-marimon/OFERTA
https://en.wikipedia.org/wiki/Object-oriented_programming.,https://aplicaciones.ciencia.gob.es/rus
https://plato.stanford.edu/archives/win2016/entries/population-genetics/,https://www.irta.cat/ca/centre/irta-torre-marimon/OFERTA
https://doi.org/10.1093/BIOINFORMATICS/BTI584.Peng,https://aplicaciones.ciencia.gob.es/rus
https://pypi.org/.R,https://www.irta.cat/ca/centre/irta-torre-marimon/OFERTA
https://www.R-project.org/.Rmarkdown,https://aplicaciones.ciencia.gob.es/rus
https://github.com/rstudio/rmarkdown.Robertson,https://www.irta.cat/ca/centre/irta-torre-marimon/OFERTA
https://doi.org/10.1145/216511.216517.,https://aplicaciones.ciencia.gob.es/rus
https://doi.org/10.1371/JOURNAL.PBIO.1002017.Shute,https://www.irta.cat/ca/centre/irta-torre-marimon/OFERTA
https://doi.org/10.1016/J.EDUREV.2017.09.003.,https://aplicaciones.ciencia.gob.es/rus
https://insights.stackoverflow.com/survey/2021#technology-most-popular-technologies.,https://www.irta.cat/ca/centre/irta-torre-marimon/OFERTA
https://doi.org/10.1207/s1532690xci0201/_3.Teaching,https://aplicaciones.ciencia.gob.es/rus
https://jupyter4edu.github.io/jupyter-edu-book/.,https://www.irta.cat/ca/centre/irta-torre-marimon/OFERTA
https://doi.org/10.1098/RSTA.2008.0118.37,https://aplicaciones.ciencia.gob.es/rus
